SpillNumber,ProgramFacilityName,Street1,Street2,Locality,County,ZIPCode,SWISCode,DECRegion,SpillDate,SpillYear,ReceivedDate,ContributingFactor,Waterbody,Source,CloseDate,MaterialName,MaterialFamily,Quantity,Units,Recovered
7580630,UNKNOWN,ALPAUGH ROAD,,SPRINGWATER,Livingston,14560,2648,8,6/30/75,1975,6/30/75,Unknown,,Unknown,6/30/75,waste oil/used oil,Petroleum,0,Gallons,0
7580528,UNKNOWN,3052 MONROE AVE.,,PITTSFORD,Monroe,14535,2846,8,5/28/75,1975,5/28/75,Tank Overfill,STORM SEWER,Commercial/Industrial,6/3/75,gasoline,Petroleum,0,Gallons,0
7580625,UNKNOWN,LAKE ROAD,,ONTARIO,Wayne,14519,5934,8,6/25/75,1975,6/25/75,Vandalism,,Unknown,6/25/75,asphalt,Petroleum,1150,Gallons,0
7580405,UNKOWN,MARSH DITCH,,ARKPORT,Steuben,14807,5140,8,4/3/75,1975,4/3/75,Unknown,,Unknown,4/3/75,waste oil/used oil,Petroleum,0,Gallons,0
7580105,UNKOWN,BUFFALO ROAD & HOWARD RD.,,GATES,Monroe,14624,2826,8,1/5/75,1975,1/5/75,Vandalism,,Private Dwelling,1/7/75,gasoline,Petroleum,150,Gallons,0
7580304,URBAN DEVELOPMENT CORP,BEAVER RD.,,CHILI,Monroe,14624,2822,8,2/28/75,1975,3/4/75,Housekeeping,BLACK CREEK,"Institutional, Educational, Gov., Other",3/4/75,#2 fuel oil,Petroleum,4000,Gallons,3800
7581016,VALLEY ASPHALT,ROUTE 15,,BATH,Steuben,14810,5124,8,10/16/75,1975,10/16/75,Housekeeping,KNIGHT CREEK,Commercial/Industrial,10/16/75,blacktop,Petroleum,100,Gallons,100
7580913,VATSEE CREEK,COUNTY LINE RD.,,KENDALL,Orleans,14476,3730,8,9/12/75,1975,9/18/75,Deliberate,YATSEE CREEK,Unknown,9/18/75,asphalt sealer,Other,2,Gallons,0
8301549,WADSWORTH ST.,WADSWORTH ST.,,AUBURN,Cayuga,,601,7,1/1/75,1975,10/29/83,Unknown,OWASCO OUTLET,Unknown,1/7/09,#2 fuel oil,Petroleum,0,Gallons,73
7580313,WATERLOO GASOLINE SPILL,MAIN STREET,,WATERLOO,Seneca,13165,5038,8,3/12/75,1975,3/12/75,Other,DITCH TO SENECA LAKE,"Institutional, Educational, Gov., Other",3/13/75,gasoline,Petroleum,1200,Gallons,1200
7580306,WATERLOO,ROUTE 5 & ROUTE 20,,WATERLOO,Seneca,13165,5038,8,3/6/75,1975,3/6/75,Human Error,SENECA CANAL,"Institutional, Educational, Gov., Other",3/6/75,gasoline,Petroleum,16000,Gallons,0
7580523,WAYNE FLALL FLORISTS,WELCHER ROAD,,ARCADIA,Wayne,14513,5920,8,5/23/75,1975,5/27/74,Tank Overfill,GROUND WATER,Commercial/Industrial,6/3/75,#2 fuel oil,Petroleum,100,Gallons,0
7581120,WEBACO OIL PLANT,WEBACO OIL CO INC,,PALMYRA,Wayne,14522,5936,8,11/20/75,1975,11/20/75,Human Error,,Commercial/Industrial,11/20/75,gasoline,Petroleum,38,Gallons,0
7580428,WEST RIDGE SCHOOL,200 ALCOTT RD.,,GREECE,Monroe,,2828,8,4/28/75,1975,4/28/75,Tank Failure,LONG POND CREEK,"Institutional, Educational, Gov., Other",4/28/75,#2 fuel oil,Petroleum,0,Gallons,0
7581111,WESTINGHOUSE ELECTRIC,200 WESTINGHOUSE CIRCLE,,SOUTHPORT,Chemung,14901,834,8,11/10/75,1975,11/11/75,Other,BROOK CREEK,Unknown,11/12/75,oil based sealer,Petroleum,900,Gallons,0
7580829,WILLIAM HERRICK CHEVRON S,HARTMAN RD.,,DANSVILLE,Livingston,14437,2638,8,8/28/75,1975,8/28/75,Tank Overfill,,Gasoline Station or other PBS Facility,8/29/75,gasoline,Petroleum,50,Gallons,0
7681214,A R GUNDRY,A & P TEA COMPANY,,HORSEHEADS,Chemung,14845,834,8,12/13/76,1976,12/14/76,Equipment Failure,,Tank Truck,12/14/76,#6 fuel oil,Petroleum,300,Gallons,0
7680908,A. R. GUNDRY TANKER,ROUTE 36 & ROUTE 20 A,,LEICESTER,Livingston,14481,2630,8,9/8/76,1976,9/8/76,Traffic Accident,TRIB OF GENESEE R,Tank Truck,9/8/76,#2 fuel oil,Petroleum,400,Gallons,0
7681213,AGWAY,GLENDENING CREEK ROAD,,LINDLEY,Steuben,14858,5158,8,12/14/76,1976,12/14/76,Traffic Accident,GLENDENING CREEK,Tank Truck,12/14/76,#2 fuel oil,Petroleum,500,Gallons,0
7680422,ALLEN'S CREEK MVA,ROUTE 490 EAST & PENFIELD,,PENFIELD,Monroe,14526,2842,8,4/22/76,1976,4/22/76,Traffic Accident,ALLEN'S CREEK,Passenger Vehicle,4/22/76,gasoline,Petroleum,20,Gallons,0
7681221,AMERADA HESS,1365 EAST HENRIETTA ROAD,,ROCHESTER,Monroe,,2814,8,12/20/76,1976,12/21/76,Tank Overfill,,Gasoline Station or other PBS Facility,12/21/76,gasoline,Petroleum,40,Gallons,0
7680420,AMERICAN CAN COMPANY,AMERICAN CAN COMPANY,,FAIRPORT,Monroe,,2800,8,4/21/76,1976,4/21/76,Equipment Failure,,Commercial Vehicle,4/21/76,diesel,Petroleum,40,Gallons,0
7680326,B & W MOTORS,NEAR BIG BLACK BROOK,,WATERLOO,Seneca,13165,5038,8,3/26/76,1976,3/26/76,Deliberate,BIG BLACK CREEK,Commercial/Industrial,4/1/91,waste oil/used oil,Petroleum,0,Gallons,0
7681218,BIG TREE STREET CREEK,70 BIG TREE STREET,,LIVONIA,Livingston,14487,2634,8,12/20/76,1976,12/20/76,Deliberate,UNNAMED CREEK,Unknown,12/20/76,#2 fuel oil,Petroleum,0,Gallons,0
9607679,BINGHAMTOM WATER PLANT,BROOME STREET,,BINGHAMTON,Broome,,422,7,9/17/76,1976,9/18/96,Unknown,--------,Unknown,9/19/96,unknown material,Other,0,Gallons,0
7680509,BLACK'S GROCERY STORE,7936 ALLEGANY RD,,CORFU,Genesee,,1900,8,5/10/76,1976,5/10/76,Tank Failure,,Gasoline Station or other PBS Facility,5/10/76,gasoline,Petroleum,0,Gallons,0
7680630,BOB BILLS TEXACO,SOUTH MAIN STREET,,CANANDAIGUA,Ontario,,3524,8,6/30/76,1976,6/30/76,Deliberate,SUCKER BROOK,Gasoline Station or other PBS Facility,6/30/76,kerosene,Petroleum,50,Gallons,0
7680426,BOB HAWKES CAR AGENCY,WEST MAIN STREET,,BATAVIA,Genesee,14020,1924,8,4/30/76,1976,4/30/76,Deliberate,TONAWANDA CREEK,Commercial/Industrial,5/1/76,waste oil/used oil,Petroleum,0,Gallons,0
7680107,BOWENS HILL ROAD,BOWENS HILL ROAD,,FARMINGTON,Ontario,14425,3528,8,1/7/76,1976,1/7/76,Traffic Accident,GROUND WATERS,Tank Truck,1/8/76,diesel,Petroleum,100,Gallons,0
7680204,BROOKS AVE,BROOKS AVE & BARGE CANAL,,GATES,Monroe,14606,2826,8,2/3/76,1976,2/4/76,Unknown,BARGE CANAL,Unknown,2/11/76,#2 fuel oil,Petroleum,0,Gallons,0
8604031,BUCKLEY SOUTHLAND,16 W. GENESEE ST,,BALDWINSVILLE,Onondaga,,3400,7,9/22/76,1976,9/22/86,Human Error,,Tank Truck,8/11/87,#2 fuel oil,Petroleum,4,Gallons,0
7680301,CALEDONIA FISH HATCHERY,WEST MAIN STREET,,CALEDONIA,Livingston,14423,2622,8,3/9/76,1976,3/9/76,Other,SPRING CREEK,"Institutional, Educational, Gov., Other",3/10/76,#2 fuel oil,Petroleum,200,Gallons,30
7680318,CAMPBELL AGWAY,DYKE ROAD & ROGERS RD,,HORNBY,Steuben,14843,5150,8,3/18/76,1976,3/19/76,Deliberate,DYKE CREEK,Commercial/Industrial,3/20/76,#2 fuel oil,Petroleum,5,Gallons,0
7680929,CANAL BY EVANS CHEMETICS,CANAL - 228 EAST MAIN STREET,,WATERLOO,Seneca,,5038,8,9/29/76,1976,,Unknown,,Unknown,2/16/11,#2 fuel oil,Petroleum,1,Gallons,0
8904533,CANNELL RES  RT 146 AGWAY,RT 146  RD 3 BOX 20,,ALTAMONT,Albany,,130,4,2/3/76,1976,8/7/89,Equipment Failure,,Private Dwelling,11/8/89,#2 fuel oil,Petroleum,0,Gallons,0
7681227,CHEMICAL LEAMAN CO INC,PREEMPTION RD CR 6,,GENEVA,Ontario,14456,3530,8,12/27/76,1976,12/27/76,Human Error,ROADSIDE DITCH,Tank Truck,12/27/76,#6 fuel oil,Petroleum,150,Gallons,0
7680421,CHEMICAL TROL CORP,ROUTE 15 & GOODRICH DINER,,AVOCA,Steuben,14809,5122,8,4/21/76,1976,4/21/76,Equipment Failure,COHOCTON RIVER,Tank Truck,4/30/76,ferric chloride,Hazardous Material,4000,Gallons,0
7681211,CHILI FUEL COMPANY,MUMFORD TRAILER PARK,,WHEATLAND,Monroe,14546,2856,8,12/11/76,1976,12/11/76,Deliberate,OATKA CREEK,Commercial/Industrial,12/11/76,#2 fuel oil,Petroleum,20,Gallons,0
7680222,CLEAN BRITE INC,20 MOORE STREET,,ROCHESTER,Monroe,,2814,8,2/24/76,1976,2/24/76,Unknown,,Unknown,3/2/76,#2 fuel oil,Petroleum,0,Pounds,0
7680329,CONESUS LAKE,3022 EAST LAKE ROAD,,CONESUS,Livingston,14435,2624,8,3/29/76,1976,,Unknown,CONESUS,Unknown,3/29/76,#2 fuel oil,Petroleum,25,Gallons,0
7680304,CONESUS LAKE,EAST LAKE ROAD,,CONESUS,Livingston,14435,2624,8,3/4/76,1976,3/5/76,Other,CONESUS LAKE,Private Dwelling,3/5/76,#2 fuel oil,Petroleum,50,Gallons,0
7680306,CONESUS LAKE,DACOLA SHORES,,CONESUS,Livingston,14435,2624,8,3/6/76,1976,3/6/76,Other,CONESUS LAKE,Private Dwelling,3/6/76,gasoline,Petroleum,25,Gallons,0
7681027,CONRAIL RAIL ROAD YARDS,1174 EAST MAIN STREET,,ROCHESTER,Monroe,,2814,8,10/27/76,1976,10/27/76,Other,,Railroad Car,10/27/76,2-propanone,Hazardous Material,20000,Gallons,0
7680225,COUNTY ROAD 3,COUNTY ROAD 3,1/4 MI N OF BOUGHTON HILL ROAD,VICTOR,Ontario,14564,3548,8,2/18/76,1976,2/25/76,Vandalism,MUD CREEK,Unknown,2/27/87,#2 fuel oil,Petroleum,250,Gallons,0
7680730,COUNTY ROUTE 5 MVA,COUNTY ROUTE 5  ROUTE 245,,SENECA,Ontario,14547,3544,8,7/30/76,1976,7/30/76,Traffic Accident,,Tank Truck,7/30/76,diesel,Petroleum,70,Gallons,0
812228,CSX (FORMER B&O) TRAIN DERAILMENT,WEST MAIN STREET,EAST OF TOWNSEND OIL FACILITY,LEROY,Genesee,14482,1936,8,9/4/76,1976,12/3/07,Other,,"Non Major Facility > 1,100 gal",,kerosene,Petroleum,10000,Gallons,0
812228,CSX (FORMER B&O) TRAIN DERAILMENT,WEST MAIN STREET,EAST OF TOWNSEND OIL FACILITY,LEROY,Genesee,14482,1936,8,9/4/76,1976,12/3/07,Other,,"Non Major Facility > 1,100 gal",,gasoline,Petroleum,13000,Gallons,0
7680610,DANSVILLE FARM SUPPLY CO,DANSVILLE FARM SUPPLY,,DANSVILLE,Livingston,14437,2638,8,6/10/76,1976,6/10/76,Tank Failure,CANASERAGA CREEK,Commercial/Industrial,6/18/76,molasses,Other,100,Gallons,0
8704828,DARCH/MCGINNIS RESIDENCE,6167 ROUTE 5,,STAFFORD,Genesee,14143,1944,8,7/1/76,1976,9/3/87,Equipment Failure,,Gasoline Station or other PBS Facility,4/20/09,gasoline,Petroleum,1,Gallons,0
8704828,DARCH/MCGINNIS RESIDENCE,6167 ROUTE 5,,STAFFORD,Genesee,14143,1944,8,7/1/76,1976,9/3/87,Equipment Failure,,Gasoline Station or other PBS Facility,4/20/09,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
7681201,DINABURG DISTRIBUTING CO,ROUTE 47 @ BLOSSOM ROAD,,BRIGHTON,Monroe,,2820,8,12/1/76,1976,12/1/76,Equipment Failure,,Tank Truck,12/1/76,#2 fuel oil,Petroleum,250,Gallons,0
7680527,EASTVIEW MALL,EASTVIEW MALL AREA,,VICTOR,Ontario,14564,3548,8,5/27/76,1976,5/27/76,Deliberate,TRIB OF IRONDEQUOIT,Commercial/Industrial,5/27/76,raw sewage,Other,0,Gallons,0
7680418,ELMIRA CORRECTIONAL FACIL,DAVIS STREET,,ELMIRA,Chemung,14901,830,8,4/15/76,1976,4/15/76,Equipment Failure,NONE,"Institutional, Educational, Gov., Other",4/15/76,#6 fuel oil,Petroleum,500,Gallons,0
7680510,ERDLE PERFORATING CO,PIXLEY INDUSTRIAL PARK,,CHILI,Monroe,14624,2822,8,5/10/76,1976,5/12/76,Unknown,,Commercial/Industrial,5/12/76,unknown petroleum,Petroleum,0,Gallons,0
7680309,ERIE LACKAWANNA RAILROAD,ERIE LACKAWANNA RAILROAD,,HORNELL,Steuben,14843,5106,8,3/9/76,1976,3/9/76,Other,CANISTEO RIVER,Commercial/Industrial,3/9/76,diesel,Petroleum,0,Gallons,0
7680302,EV LEWIS FORD DEALERSHIP,106 WEST MAIN STREET,,HONEOYE FALLS,Monroe,14472,2836,8,3/5/76,1976,4/5/76,Equipment Failure,,Commercial Vehicle,4/5/76,diesel,Petroleum,30,Gallons,0
7680419,EXPRESSWAY AUTO AUTCTION,MAIN STREET,,DANSVILLE,Livingston,,2600,8,4/15/76,1976,4/15/76,Deliberate,CANASERAGA CREEK,Commercial/Industrial,4/16/76,waste oil/used oil,Petroleum,0,,0
7680412,EXXON SERVICE STATION,NORTH FRANKLIN & DIVISION ST,,WATKINS GLEN,Schuyler,14891,4928,8,4/12/76,1976,4/12/76,Equipment Failure,GROUND WATER,Gasoline Station or other PBS Facility,4/12/76,gasoline,Petroleum,1000,Gallons,0
7681025,FINGER LAKES DODGE,ROUTE 332,,CANANDAIGUA,Ontario,,3524,8,10/25/76,1976,10/25/76,Deliberate,TRIB PADDLEFORD CRK,Commercial/Industrial,10/25/76,waste oil/used oil,Petroleum,0,Gallons,0
7681004,FRANK E VANLARE STP,FRANK E VANLARE STP,,ROCHESTER,Monroe,,2814,8,10/2/76,1976,10/4/76,Deliberate,,Commercial/Industrial,10/4/76,#2 fuel oil,Petroleum,0,Gallons,0
7680111,GAS AND OIL COMPANY,MARION GAS AND OIL CO.,,MARION,Wayne,14505,5932,8,1/12/76,1976,1/12/76,Human Error,TRIB. OF RED CREEK,Commercial/Industrial,1/14/76,#2 fuel oil,Petroleum,2300,Gallons,2000
7680202,GAS STATION,BROOKS AVE & GENESEE ST,,GATES,Monroe,,2826,8,2/27/76,1976,2/9/76,Tank Overfill,GENESEE RIVER,Gasoline Station or other PBS Facility,2/11/76,gasoline,Petroleum,20,Gallons,0
7680824,GENESEE RIVER,GENESEE RIVER @ KINGS LND,,ROCHESTER,Monroe,,2814,8,8/24/76,1976,8/24/76,Unknown,GENESEE RIVER,Unknown,8/24/76,unknown petroleum,Petroleum,0,Gallons,0
9104731,GENOA HARDWARE,OLD GENOA HARDWARE,,GENOA,Cayuga,,630,7,8/1/76,1976,8/1/91,Tank Failure,,"Non Major Facility > 1,100 gal",12/7/95,gasoline,Petroleum,0,Pounds,0
7680319,GORHAM FIRE HALL,ROUTE 364,BEHIND FIRE HALL,GORHAM,Ontario,14461,3532,8,3/19/76,1976,3/19/76,Tank Failure,,"Institutional, Educational, Gov., Other",3/20/76,#2 fuel oil,Petroleum,200,Gallons,200
9603716,GREAT LAKES PLUMBING SUP,99 DEWEY AVENUE,,ROCHESTER,Monroe,14608,2814,8,6/12/76,1976,6/18/96,Human Error,,Commercial/Industrial,6/19/03,sulfuric acid,Hazardous Material,2,Gallons,0
7680224,GULF OIL STATION,ROUTE 96 RT 962 ROUTE 414,,OVID,Seneca,14521,5028,8,2/24/76,1976,2/24/76,Unknown,,Gasoline Station or other PBS Facility,2/25/76,gasoline,Petroleum,60,Gallons,0
7680617,HALL'S MOTOR TRANSPORT,ROUTE 15,,LINDLEY,Steuben,14858,5158,8,6/17/76,1976,6/17/76,Equipment Failure,,Tank Truck,6/17/76,hydrogen chloride,Hazardous Material,5,Gallons,0
7680716,HOBART COLLEGE,SENECA LAKE,,FAYETTE,Seneca,13065,5022,8,7/16/76,1976,7/16/76,Other,SENECA LAKE,Vessel,7/26/76,bilge water,Other,0,Gallons,0
7680705,HONEOYE LAKE,HONEOYE LAKE TIMES UNION,,HONEOYE,Ontario,,3542,8,7/6/76,1976,7/5/76,Deliberate,HONEOYE LAKE,Commercial/Industrial,7/6/76,waste oil/used oil,Petroleum,0,Gallons,0
7680901,INGERSOLL RAND CORP,INGERSOLL RAND,,PAINTED POST,Steuben,14870,5124,8,9/1/76,1976,9/1/76,Equipment Failure,,Commercial/Industrial,9/1/76,hydraulic oil,Petroleum,50,Gallons,0
7680430,INGERSOLL RAND CORP,INGERSOLL RAND,,PAINTED POST,Steuben,,5142,8,4/30/76,1976,4/30/76,Equipment Failure,COHOCTON RIVER,Commercial/Industrial,5/1/76,waste oil/used oil,Petroleum,4700,Gallons,0
7680721,INTERNATIONAL SALT CO,INTERNATIONAL SALT CO,,WATKINS GLEN,Schuyler,14891,4928,8,7/21/76,1976,7/21/76,Unknown,SENECA LAKE,Commercial/Industrial,7/21/76,diesel,Petroleum,0,Gallons,0
7681023,J. L. OIL COMPANY,ROUTE 332,,CANANDAIGUA,Ontario,,3524,8,10/22/76,1976,10/22/76,Deliberate,,Gasoline Station or other PBS Facility,10/22/76,gasoline,Petroleum,15,Gallons,0
7680628,JEFFERSON ROAD MVA,JOHN ST & JEFFERSON ROAD,,HENRIETTA,Monroe,14467,2832,8,6/29/76,1976,6/29/76,Traffic Accident,GENESEE RIVER,Tank Truck,6/29/76,diesel,Petroleum,15,Gallons,0
7680622,JONES (LEO) RESIDENCE,BATH HAMMONDSPORT ROAD,,BATH,Steuben,14810,5124,8,6/22/76,1976,6/23/76,Unknown,,Unknown,6/23/76,unknown petroleum,Petroleum,0,,0
7680307,KEUKA OUTLET,KEUKA OUTLET,,PENN YAN,Yates,14527,6228,8,3/19/76,1976,3/19/76,Deliberate,KEUKA LAKE,Gasoline Station or other PBS Facility,3/20/76,waste oil/used oil,Petroleum,110,Gallons,0
7681220,KEUKA OUTLET,LIBERTY STREET BRIDGE,,PENN YAN,Yates,14527,6228,8,12/20/76,1976,12/20/76,Unknown,KEUKA OUTLET,Unknown,12/20/76,gasoline,Petroleum,0,,0
7680214,KREB'S GROCERY STORE,HAMLET OF WESTON,,TYRONE,Schuyler,,4934,8,2/10/76,1976,2/14/76,Unknown,,Tank Truck,2/19/76,unknown petroleum,Petroleum,20,Gallons,0
7680126,L.S.FREEMAN CO.,FLETCHER CHAPLE RD.,,SHELBY,Orleans,,3736,8,1/26/76,1976,1/26/76,Traffic Accident,TRIB OAK-ORCHARD CRK,Tank Truck,2/2/76,#2 fuel oil,Petroleum,200,Gallons,100
7680611,LAKE ONTARIO,NORTH OF ROCHESTER BEACON,,ROCHESTER,Monroe,,2814,8,6/11/76,1976,6/11/76,Deliberate,LAKE ONTARIO,Vessel,6/11/76,unknown petroleum,Petroleum,0,Gallons,0
7680125,LAWRENCE HILL RESIDENCE,EMERSON RD,,CANANDAIGUA,Ontario,,3524,8,1/25/76,1976,1/26/76,Equipment Failure,,Private Dwelling,1/26/76,gasoline,Petroleum,25,Gallons,0
7680209,LEHIGH VALLEY,COUNTY RD 147 & ROUTE 96A,,ROMULUS,Seneca,14541,5030,8,2/6/76,1976,2/9/76,Other,,Railroad Car,2/11/76,salt,Other,7000,Pounds,0
7680112,MARION GAS & OIL CO.,MILL ST.,,MARION,Wayne,14505,5932,8,1/12/76,1976,1/12/76,Tank Overfill,TRIB RED CREEK,Gasoline Station or other PBS Facility,4/14/76,#2 fuel oil,Petroleum,2300,Gallons,2000
7680228,MARVES AUTO CLINIC,BAY ROAD & RIDGE ROAD,,WEBSTER,Monroe,14580,2854,8,2/27/76,1976,2/27/76,Other,,Tank Truck,2/27/76,#2 fuel oil,Petroleum,100,Gallons,0
7680427,MILLBURY OLDSMOBILE CO,ANSON STREET,,ROCHESTER,Monroe,,2814,8,4/30/76,1976,4/30/76,Tank Failure,,Commercial/Industrial,4/30/76,gasoline,Petroleum,0,Gallons,0
7680401,MOBIL CHEMICAL RESEARCH,200 EAST MAIN STREET,,MACEDON,Wayne,14502,5930,8,4/1/76,1976,4/1/76,Equipment Failure,,Commercial/Industrial,4/1/76,lube oil,Petroleum,0,Gallons,0
7680807,MOBIL STATION,3060 MONROE AVENUE,,PITTSFORD,Monroe,14534,2846,8,8/7/76,1976,8/7/76,Deliberate,,Commercial/Industrial,8/7/76,gasoline,Petroleum,14780,Gallons,0
7681031,MOBIL STATION,ABANDONED MOBIL STATION,,ALBION,Orleans,14411,3720,8,10/31/76,1976,10/31/76,Tank Failure,FIRE/WATER,Gasoline Station or other PBS Facility,10/31/76,gasoline,Petroleum,0,Gallons,0
7680922,MOBIL STATION,HOWARD ROAD & CHILI AVE,,GATES,Monroe,14606,2826,8,9/22/76,1976,9/22/76,Unknown,,Commercial/Industrial,9/22/76,gasoline,Petroleum,0,Gallons,10
7681208,MOBIL TERMINAL BEANS HILL,BEANS HILL PLANT,,GENEVA,Ontario,14456,3530,8,12/8/76,1976,12/8/76,Equipment Failure,NONE,Tank Truck,12/8/76,gasoline,Petroleum,1500,Gallons,0
7680717,MVA,ROUTE 36 & ROUTE 39,,LEICESTER,Livingston,14480,2630,8,7/16/76,1976,7/16/76,Traffic Accident,GENESEE RIVER,Tank Truck,7/16/76,diesel,Petroleum,70,Gallons,0
7680707,NYS ELECTRIC & GAS,HICKLING STATION,,CORNING,Steuben,14830,5138,8,7/7/76,1976,7/7/76,Equipment Failure,CHEMUNG RIVER,Commercial/Industrial,7/7/76,#2 fuel oil,Petroleum,30,Gallons,0
7681202,NYS GAS & ELECTRIC,GREENIDGE STATION,,TORREY,Yates,,6236,8,12/1/76,1976,12/1/76,Equipment Failure,KEUKA OUTLET,Commercial/Industrial,12/1/76,#2 fuel oil,Petroleum,10,Gallons,0
7680513,NYS TRUWAY,NYS THRUWAY,EXIT 40,WATERLOO,Seneca,,5038,8,5/13/76,1976,5/13/76,Equipment Failure,,Tank Truck,5/13/76,non PCB oil,Petroleum,35,Gallons,0
7680513,NYS TRUWAY,NYS THRUWAY,EXIT 40,WATERLOO,Seneca,,5038,8,5/13/76,1976,5/13/76,Equipment Failure,,Tank Truck,5/13/76,lube oil,Petroleum,0,,0
7680227,OLD AMERICAN SERVICE STATION,LIBERTY & LAKE STREET,,PENN YAN,Yates,14527,6228,8,2/27/76,1976,2/27/76,Unknown,KEUKA LAKE,Gasoline Station or other PBS Facility,3/1/76,#2 fuel oil,Petroleum,400,Gallons,0
7680629,PAINTED POST CIRCLE,ROUTE 15 & ROUTE 17,,PAINTED POST,Steuben,14870,5124,8,6/29/76,1976,6/29/76,Traffic Accident,,Tank Truck,6/29/76,diesel,Petroleum,0,Gallons,0
7680614,PARACLOT AND SEVIN,ROUTE 21 SOUTH OF CHESIRE,,NAPLES ?,Ontario,14512,3538,8,6/14/76,1976,6/14/76,Other,,Private Dwelling,6/14/76,pesticides,Other,3,Gallons,0
7680615,PARROWS SHELL STATION,SENECA RIVER CHANNEL,,WATERLOO,Seneca,13165,5038,8,6/15/76,1976,6/15/76,Other,SENECA RIVER,Gasoline Station or other PBS Facility,6/15/76,gasoline,Petroleum,5,Gallons,0
7680515,PENFIELD UDC PROJECT,ROUTE 250 & PENFIELD ROAD,,PENFIELD,Monroe,14526,2842,8,5/15/76,1976,5/15/76,Equipment Failure,IRONDEQUOIT CREEK,"Institutional, Educational, Gov., Other",5/15/76,#2 fuel oil,Petroleum,1500,Gallons,500
7680215,PENN CENTRAL ENGINE,LONG POINT RD & RR CROSS,,TORREY,Yates,,6236,8,2/15/76,1976,2/15/76,Other,LONG PT CRK/SENECA L,Commercial/Industrial,2/17/76,diesel,Petroleum,2500,Gallons,0
7680223,PENN CENTRAL RAILROAD,NEAR YORK STREET,,ROCHESTER,Monroe,14603,2814,8,2/23/76,1976,2/23/76,Other,ON LAND,Railroad Car,2/23/91,vinyl chloride,Hazardous Material,0,,0
7680724,PENN CENTRAL YARDS,STUTSON STREET BRIDGE,,ROCHESTER,Monroe,14612,2814,8,7/23/76,1976,7/23/76,Housekeeping,GENESEE RIVER,Commercial/Industrial,7/23/76,jet fuel,Petroleum,0,Gallons,0
7681207,PETLER'S DELI,NORTH ROAD & ROCHESTER ST,,SCOTTSVILLE,Monroe,14546,2856,8,12/7/76,1976,12/8/76,Tank Failure,TRIB OF GENESEE R,Commercial/Industrial,12/8/76,gasoline,Petroleum,0,Gallons,0
7680729,POLLIO DAIRY,POLLIO DAIRY,,CAMPBELL,Steuben,14821,5130,8,6/29/76,1976,7/29/76,Human Error,,Commercial/Industrial,7/29/76,#6 fuel oil,Petroleum,100,Gallons,0
7680511,PORT'S JUNK YARD,BORDER CITY ROAD,,WATERLOO,Seneca,13165,5038,8,5/12/76,1976,5/12/76,Equipment Failure,,Vessel,5/12/76,gasoline,Petroleum,50,Gallons,0
7680818,PUTNAM (RAY) PROPERTY,10 COMMERCIAL AVE,,PENN YAN,Yates,14527,6228,8,8/18/76,1976,8/18/76,Unknown,,Passenger Vehicle,8/18/76,gasoline,Petroleum,0,Gallons,0
7680400,RED CREEK,RED CREEK,,RED CREEK,Wayne,13143,5942,8,4/1/76,1976,4/1/76,Unknown,,Unknown,4/1/76,unknown petroleum,Petroleum,0,,0
7680820,REGIONAL TRANSIT SERVICE,FRAZER & FEDERAL STREETS,,ROCHESTER,Monroe,,2814,8,8/20/76,1976,8/20/76,Human Error,,Commercial/Industrial,8/20/76,diesel,Petroleum,0,Gallons,0
7681219,ROCHESTER GAS & ELECTRIC,RUSSELL STATION,,GREECE,Monroe,14607,2828,8,12/20/76,1976,12/20/76,Unknown,,Unknown,12/20/76,unknown petroleum,Petroleum,0,Pounds,0
7681022,ROCHESTER GAS & ELECTRIC,1647 CREEK ROAD,,PENFIELD,Monroe,14526,2842,8,10/14/76,1976,10/22/76,Equipment Failure,,Unknown,10/22/76,PCB oil,Petroleum,29,Gallons,0
7680706,ROCHESTER GAS & ELECTRIC,368 WEBSTER NINE MILE PT,,WEBSTER,Monroe,14580,2854,8,6/30/76,1976,7/6/76,Other,,Commercial/Industrial,7/6/76,PCB oil,Petroleum,2,Gallons,0
7681229,ROCHESTER GAS & ELECTRIC,RUSSELL STATION,,GREECE,Monroe,14607,2828,8,12/29/76,1976,12/29/76,Housekeeping,,Commercial/Industrial,12/29/76,diesel,Petroleum,50,Gallons,0
7680803,ROCHESTER GAS & ELECTRIC,RUSSELL STATION,,GREECE,Monroe,14607,2828,8,8/3/76,1976,8/3/76,Human Error,SLATER CREEK,Commercial/Industrial,8/3/76,#2 fuel oil,Petroleum,10,Gallons,0
7681103,ROCHESTER GAS & ELECTRIC,24 WINDSOR STREET,,ROCHESTER,Monroe,14605,2814,8,9/21/76,1976,11/3/76,Equipment Failure,,Commercial/Industrial,11/3/76,PCB oil,Petroleum,2,Gallons,0
7681123,ROTARY GAS STATION,149 SENECA STREET,,HORNELL,Steuben,14843,5106,8,11/23/76,1976,11/23/76,Human Error,,Gasoline Station or other PBS Facility,11/23/76,gasoline,Petroleum,31,Gallons,0
7680124,ROTARY SERVICE STATION,WATERLOO-GENEVA ROAD,,WATERLOO,Seneca,13165,5038,8,1/24/76,1976,1/24/76,Other,,Gasoline Station or other PBS Facility,1/26/76,gasoline,Petroleum,15,Gallons,0
